item_id	item_name	categories	address	city	state
9152	Another Broken Egg Cafe	American (Traditional), Cafes, Food, Breakfast & Brunch, Specialty Food, Restaurants	9435 N Meridian St	Indianapolis	IN
9153	Zanies Comedy Club	Comedy Clubs, Nightlife	2025 8th Ave S	Nashville	TN
9154	Bar Tonique	Bars, Lounges, Nightlife	820 N Rampart St	New Orleans	LA
9155	Woodwright Brewing Company	Food, Breweries, Beer Bar, Bars, Pubs, Nightlife	985 Douglas Ave	Dunedin	FL
9156	El Jaliciense Mexican Restaurant	Health Markets, Food, Specialty Food, Restaurants, Mexican	3225 Gallatin Pike	Nashville	TN
9157	Süp	Soup, American (New), Salad, Restaurants, Sandwiches	669 S Virginia St	Reno	NV
9158	Circle City Sweets	Desserts, Food	222 E Market St	Indianapolis	IN
9159	La Casita Taqueria	Mexican, Restaurants	8400 Oak St	New Orleans	LA
9160	Skidders Restaurant	Gluten-Free, Pizza, Italian, Seafood, American (Traditional), Mediterranean, Breakfast & Brunch, Steakhouses, Restaurants	5799 Gulf Blvd	St. Pete Beach	FL
9161	El Guero Canelo	Mexican, Hot Dogs, Restaurants	5201 S 12th Ave	Tucson	AZ
9162	1000 Figs	Falafel, Mediterranean, Middle Eastern, Restaurants, Cafes, Greek, Vegetarian	3141 Ponce De Leon St	New Orleans	LA
9163	Pad Thai House	Thai, Restaurants	10038 W Overland	Boise	ID
9164	King of Prussia	Shopping Centers, Fashion, Department Stores, Shopping	160 N Gulph Rd	King Of Prussia	PA
9165	Casa Maria Mexican Grill	Restaurants, Tacos, Cocktail Bars, Bars, Nightlife, Mexican, Tex-Mex	100 N High St	Belleville	IL
9166	Tequila's	Restaurants, Food Court, Steakhouses, Seafood, Mexican	3736 Annex Ave, Ste 107	Nashville	TN
9167	The Nona Slice House	Restaurants, Pizza	997 Main St	Safety Harbor	FL
9168	Bryn and Dane's	Vegetarian, Juice Bars & Smoothies, Restaurants, American (New), Food, Fast Food	400 Privet Rd	Horsham	PA
9169	Columbia Restaurant Airport Cafe	Spanish, Beer, Wine & Spirits, Food, Cuban, Restaurants, Breakfast & Brunch, Cafes	4100 George J Bean Pkwy	Tampa	FL
9170	The Thirsty Marlin	Restaurants, Food, Seafood, Sushi Bars, American (New)	1023 Florida Ave	Palm Harbor	FL
9171	Don Pancho Villa	Restaurants, Food, Grocery, Mexican	21565 US Hwy 19 N	Clearwater	FL
9172	Circles Waterfront at Lands End Marina	Seafood, Restaurants, Steakhouses, Bars, Nightlife	1212 Apollo Beach Blvd	Apollo Beach	FL
9173	Simply Fruit	Food, Juice Bars & Smoothies, Acai Bowls	401 S Dale Mabry Ave	Tampa	FL
9174	The Met Philadelphia	Nightlife, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Music Venues, Performing Arts	858 N Broad St	Philadelphia	PA
9175	Real Food Eatery	Vegan, Gluten-Free, Salad, Restaurants, American (Traditional)	207 S 16th St	Philadelphia	PA
9176	ProntoWash	Automotive, Car Wash, Auto Detailing	8021 Citrus Park Town Ctr	Tampa	FL
9177	Cartel Roasting	Restaurants, Food, Coffee & Tea, Cafes	2516 N Campbell Ave	Tucson	AZ
9178	Enigma Bar & Lounge	Bars, Pubs, Nightlife, Cocktail Bars, Lounges, Pool Halls	1110 Central Ave	St. Petersburg	FL
9179	Super Taqueria	Mexican, Restaurants	9333 Double R Blvd, Ste 1650	Reno	NV
9180	Pia's Trattoria	Restaurants, Italian	3054 Beach Blvd	Gulfport	FL
9181	First Watch	Cafes, American (Traditional), Breakfast & Brunch, Restaurants	742 N New Ballas Rd	Creve Coeur	MO
9182	Nonna Mia Cafe & Pizzeria	Bars, Restaurants, Wine Bars, Sandwiches, Italian, Salad, Nightlife, Cafes, Pizza	3125 Esplanade Ave	New Orleans	LA
9183	Crispy Edge	Chinese, Caterers, Breakfast & Brunch, Mediterranean, Event Planning & Services, Restaurants, Asian Fusion, Tapas/Small Plates	4168 Juniata St	St. Louis	MO
9184	Rice Bowl	Thai, Sushi Bars, Asian Fusion, Restaurants, Vegetarian, Noodles	3244 Lithia Pinecrest Rd, Ste 101	Valrico	FL
9185	Paul's Chicago Pizza	Pizza, Sandwiches, Restaurants, Italian	1500 N McMullen Booth Rd, Ste A-11	Clearwater	FL
9186	The North End BBQ	Nightlife, Restaurants, Barbeque, Bars, Beer Bar, Cocktail Bars	1250 E 86th St	Indianapolis	IN
9187	Sushi Kampai Japanese Restaurant	Sushi Bars, Salad, Japanese, Restaurants	10312 Bloomingdale Ave, Ste 111	Riverview	FL
9188	Black Powder Tavern	Restaurants, American (New)	1164 Valley Forge Rd	Wayne	PA
9189	Hermes Bar	Nightlife, Bars, Wine Bars, Lounges, Champagne Bars	725 St Louis St	New Orleans	LA
9190	Pizza Delicious	Pizza, Restaurants, Italian	617 Piety St	New Orleans	LA
9191	Cage Brewing	Beer Gardens, Breweries, Nightlife, Food, Bars	2001 1st Ave S	Saint Petersburg	FL
9192	Ricky T's Bar & Grille	Sandwiches, Restaurants, American (Traditional), Nightlife, Bars	10601 Gulf Blvd	Treasure Island	FL
9193	La Fonda	Mexican, Restaurants	2310 Troy Rd	Edwardsville	IL
9194	Kyle's Kitchen	Burgers, Salad, Restaurants, Desserts, Food, Chicken Shop	5723 Calle Real	Goleta	CA
9195	Atlantis Purple Parrot	Restaurants, American (New), Salad, Sandwiches, Breakfast & Brunch, American (Traditional), Fast Food	3800 S Virginia St	Reno	NV
9196	Heather Brown Face and Body Studio	Hair Salons, Waxing, Health & Medical, Medical Spas, Massage, Beauty & Spas, Hair Removal, Day Spas	11057 Allisonville Rd	Fishers	IN
9197	Watami Sushi All You Can Eat	Sushi Bars, Restaurants, Japanese, Salad	1912 Broad Ripple Ave	Indianapolis	IN
9198	Anthony's Coal Fired Pizza	Restaurants, Chicken Wings, Pizza, American (Traditional), Italian	7000 Midlantic Dr, Ste 300	Mount Laurel	NJ
9199	Bourbon Street Drinkery	Restaurants, Venues & Event Spaces, American (Traditional), Bars, Event Planning & Services, Nightlife	217 Bourbon St	New Orleans	LA
9200	Ho Sai Gai Restaurant	Chinese, Restaurants	1000 Race St	Philadelphia	PA
9201	The Frog Pond	Breakfast & Brunch, Restaurants	890 3rd Ave S	Saint Petersburg	FL
9202	Colossal Cave Mountain Park	Arts & Entertainment, Mountain Biking, Museums, Hiking, Amusement Parks, Active Life, Parks	16721 E Old Spanish Trl	Vail	AZ
9203	The Company Burger	Burgers, Food, Beer, Wine & Spirits, Restaurants, Fast Food	4600 Freret St, Ste A	New Orleans	LA
9204	Rosie's Café	Restaurants, Cafes, American (Traditional)	1100 Nugget Ave	Sparks	NV
9205	Skillets Pancake House	Restaurants, Breakfast & Brunch, Food, American (Traditional), Coffee & Tea, Comfort Food	9546 Allisonville Rd, Ste 132	Indianapolis	IN
9206	BT In a Box	Restaurants, French, Food, Vietnamese, Coffee & Tea	615 Channelside Dr	Tampa	FL
9207	Rubio's Coastal Grill	Salad, Restaurants, Event Planning & Services, Caterers, Seafood, Mexican	2456 Tyrone Blvd North St	St. Petersburg	FL
9208	Poke Bros - Wilmington	Food, Japanese, Restaurants, Poke, Hawaiian	2117 Concord Pike	Wilmington	DE
9209	Sunny Daze Cafe	Diners, Tex-Mex, Cafes, Breakfast & Brunch, Restaurants, American (Traditional), Mexican, Burgers	4980 S Campbell Ave	Tucson	AZ
9210	Angelo's Glassboro Diner	Diners, Restaurants	26 N Main St	Glassboro	NJ
9211	House of Tokyo	Restaurants, Japanese	172 Melody Ave	Greenwood	IN
9212	Saigon Bay Vietnamese Restaurant	Event Planning & Services, Thai, Restaurants, Vietnamese, Gluten-Free, Sandwiches, Caterers, Bars, Food, Beer, Wine & Spirits, Nightlife	11301 N 56th St	Temple Terrace	FL
9213	First Watch	Breakfast & Brunch, Cafes, Restaurants, American (Traditional)	1405 Beale St, Ste 102	St. Charles	MO
9214	James Restaurant & Bar	Restaurants, Nightlife, American (New), Breakfast & Brunch, American (Traditional), Cocktail Bars, Bars	1835 Arch St	Philadelphia	PA
9215	China Cook Express	Chinese, Japanese, Restaurants, Sushi Bars, Thai	711 Evesham Ave, Ste 15	Somerdale	NJ
9216	White Bridge Auto Wash	Car Wash, Automotive, Auto Detailing	212 White Bridge Rd	Nashville	TN
9217	Chopsticks Super Buffet	Restaurants, Buffets, Chinese	2543 Countryside Blvd, Ste 1	Clearwater	FL
9218	Mango Mango Daiquiris	Pizza, Nightlife, Tiki Bars, Food, Bars, Restaurants, Local Flavor, Cocktail Bars, Pretzels	201 Bourbon St	New Orleans	LA
9219	Hacienda Mexican Restaurant	Restaurants, Mexican	9748 Manchester Rd	Saint Louis	MO
9220	Macona BBQ	Restaurants, Barbeque	577 Haddon Ave	Collingswood	NJ
9221	Poké Munch	Sushi Bars, Japanese, Poke, Specialty Food, Food, Hawaiian, Restaurants	630 N New Ballas Rd	Creve Coeur	MO
9222	Gaul & Co. Malthouse	Sandwiches, Restaurants, Nightlife, American (New), Bars, Beer Bar	3133 Gaul St	Philadelphia	PA
9223	Sang Kee Peking Duck House	Restaurants, Noodles, Dim Sum, Hong Kong Style Cafe, Cantonese, Food, Barbeque, Juice Bars & Smoothies, Chinese	238 N 9th St	Philadelphia	PA
9224	Pip	Comfort Food, Food, Wine Bars, Breakfast & Brunch, Restaurants, Cocktail Bars, Nightlife, Bars	10403 83 Ave NW	Edmonton	AB
9225	Bienvenue	Restaurants, Seafood, Cajun/Creole, American (Traditional), Breakfast & Brunch, American (New), Nightlife, Bars	467 Hickory Ave	Harahan	LA
9226	Duck Donuts King Of Prussia	Breakfast & Brunch, Restaurants, Donuts, Food, Coffee & Tea	201 Main St, Ste 160	King of Prussia	PA
9227	Cosmic Creamery	Food, Ice Cream & Frozen Yogurt	1120 4th Ave N, Ste 120	Nashville	TN
9228	Rounds Bakery	Food, Donuts, Bakeries, Bagels	294 E Moana Ln, Ste 10	Reno	NV
9229	Fuzzy's Taco Shop	Mexican, Salad, Coffee & Tea, Restaurants, Food	8073 Watson Rd	Webster Groves	MO
9230	Chatayee Thai	Restaurants, Thai, Vegetarian, Vegan	1227 Walnut St	Philadelphia	PA
9231	Scoreboard Bar & Grill	Bars, Restaurants, Nightlife, Event Planning & Services, Burgers, American (Traditional), Barbeque, Sports Bars, Chicken Wings, Caterers	2408 Music Valley Dr	Nashville	TN
9232	Flamestone American Grill	American (Traditional), American (New), Cocktail Bars, Restaurants, Seafood, Breakfast & Brunch, Steakhouses, Gluten-Free, Nightlife, Bars	4009 Tampa Rd	Oldsmar	FL
9233	Minella's Diner	Breakfast & Brunch, Restaurants, American (Traditional), Diners	320 W Lancaster Ave	Wayne	PA
9234	Black Acre Brewing	Food, Bars, Breweries, Nightlife, Beer, Wine & Spirits	5632 E Washington St	Indianapolis	IN
9235	Playa Bowls	Acai Bowls, Juice Bars & Smoothies, Food	22 N Main St	Doylestown	PA
9236	The Center for the Performing Arts	Music Venues, Elementary Schools, Preschools, Education, Nightlife, Performing Arts, Arts & Entertainment	1 Center Green	Carmel	IN
9237	Starbucks	Food, Coffee & Tea	3619 West Gandy Blvd	Tampa	FL
9238	Apna Kitchen	Indian, Restaurants, Salad, Seafood	4225 Lafayette Rd	Indianapolis	IN
9239	HoiTea ToiTea	Cafes, Breakfast & Brunch, Bubble Tea, Restaurants, Food, Coffee & Tea	8702 Keystone Crossing	Indianapolis	IN
9240	Boise Fry Company	Restaurants, Food, American (New), Local Flavor, Fast Food, Gluten-Free, Burgers	204 N Capitol Blvd	Boise	ID
9241	AMC Woodlands Square 20	Arts & Entertainment, Cinema	3128 Tampa Road	Oldsmar	FL
9242	Five Guys	Burgers, American (New), Restaurants, Fast Food	5566 E Broadway Blvd	Tucson	AZ
9243	Thai Town Cuisine	Thai, Restaurants	1237 S High School Rd	Indianapolis	IN
9244	The Dog House	Restaurants, Burgers, American (New)	1200 N Dupont Hwy	New Castle	DE
9245	Carniceria los Vaqueros	Mexican, Food, Specialty Food, Grocery, Restaurants, Meat Shops	2023 S Craycroft Rd	Tucson	AZ
9246	Patois Restaurant	Breakfast & Brunch, Restaurants, Seafood, French	6078 Laurel St	New Orleans	LA
9247	Village Inn	Restaurants, Breakfast & Brunch, Sandwiches, American (Traditional)	10293 Big Bend Rd	Riverview	FL
9248	Liuzza's Restaurant & Bar	Restaurants, Salad, Cajun/Creole, Italian	3636 Bienville St	New Orleans	LA
9249	Gigi's Italian Restaurant	Restaurants, Pizza, Italian	4399 Gulf Blvd	St. Pete Beach	FL
9250	The Pub Nashville	Burgers, British, Bars, American (Traditional), Nightlife, Restaurants, Pubs, Food	400 11th Ave S	Nashville	TN
9251	Nashville Biscuit House	Diners, Restaurants, Southern, Local Flavor	805 Gallatin Ave	Nashville	TN
9252	Parx Beer Garden	Nightlife, Beer Gardens	2999 Street Rd	Bensalem	PA
9253	Irsay Family YMCA at CityWay	Community Service/Non-Profit, Swimming Pools, Soccer, Swimming Lessons/Schools, Education, Gyms, Local Services, Summer Camps, Fitness & Instruction, Active Life, Specialty Schools, Trainers	430 S Alabama St	Indianapolis	IN
9254	Sea-Guini	Seafood, American (New), Nightlife, Bars, Lounges, Restaurants, Italian	430 S Gulfview Blvd	Clearwater Beach	FL
9255	Wright's Gourmet House	Sandwiches, American (Traditional), Restaurants, Patisserie/Cake Shop, Caterers, Food, Event Planning & Services	1200 S Dale Mabry Hwy	Tampa	FL
9256	The Left Bank Bistro	Coffee & Tea, Food, French, Restaurants, Breakfast & Brunch, Bars, Nightlife	1225 Dr Mlk Jr St N	Saint Petersburg	FL
9257	IHOP	American (New), Breakfast & Brunch, Burgers, American (Traditional), Restaurants	3511 S Carrollton Ave	New Orleans	LA
9258	Royal Tavern	Vegan, Vegetarian, Sandwiches, American (New), Wine Bars, Cocktail Bars, Nightlife, Bars, Restaurants	937 E Passyunk Ave	Philadelphia	PA
9259	Denny's	Breakfast & Brunch, Diners, Restaurants, American (Traditional)	940 Missouri Ave	Largo	FL
9260	Taco Bus	Restaurants, Food Trucks, Mexican, Food	4320 W Gandy Blvd	Tampa	FL
9261	Tate Island Grill	Restaurants, Seafood, American (Traditional)	500 Mandalay Ave	Clearwater Beach	FL
9262	Green Engine Coffee	Bakeries, Bagels, Restaurants, Cafes, Coffee & Tea, Gelato, Food	16 Haverford Station Rd	Haverford	PA
9263	Blaze Pizza	Gluten-Free, Fast Food, Pizza, Salad, Restaurants	12697 North Pennsylvania St	Carmel	IN
9264	Loco Mexican Restaurant & Cantina	Mexican, Restaurants	1417 Prospect St	Indianapolis	IN
9265	San's Pizzeria	Pizza, Restaurants, Chicken Wings, Salad	4842 Ridgemoor Blvd	Tampa Bay	FL
9266	New Orleans Food and Spirits	Pizza, Nightlife, Restaurants, Bars, Seafood	2330 Lapalco Blvd, Ste 13	Harvey	LA
9267	Wolfies Grill - Fishers	Nightlife, Bars, Restaurants, Burgers, Arts & Entertainment, American (Traditional), Jazz & Blues, Sports Bars	7695 Crosspoint Commons	Fishers	IN
9268	Harold Seltzer's Steak House	Restaurants, Steakhouses, American (Traditional), Seafood	3500 Tyrone Blvd N	Saint Petersburg	FL
9269	Qu Japan	Desserts, Bubble Tea, Restaurants, Ramen, Japanese, Food	160 N Gulph Rd, Ste C260a	King of Prussia	PA
9270	The Bayou Bar & Grill	Pubs, Sports Bars, Nightlife, Restaurants, Bars, Chicken Wings	4245 Main St	Philadelphia	PA
9271	ABC Seafood Chinese Restaurant	Cantonese, Chinese, Seafood, Restaurants	2705 54th Ave N, Ste 3	St. Petersburg	FL
9272	Chinese Kitchen	Restaurants, Chinese	3327 S Carrollton Ave	New Orleans	LA
9273	The District Tap	Nightlife, American (Traditional), Restaurants, Bars, Sports Bars, Beer Bar	3720 E 82nd St	Indianapolis	IN
9274	Andy's Bistro	Restaurants, Cocktail Bars, Seafood, Steakhouses, Bars, Italian, Food, Burgers, Beer, Wine & Spirits, Nightlife, Pizza	3322 N Turnbull Dr	Metairie	LA
9275	Great Clips	Hair Salons, Beauty & Spas	748 S Meadows Pkwy	Reno	NV
9276	River Cat Cafe	Breakfast & Brunch, Cafes, Restaurants, American (New)	142 South Main St	New Hope	PA
9277	Atlantis Sky Terrace Sushi Bar	Japanese, Restaurants, Sushi Bars, Seafood	Atlantis Casino Resort Spa, 3800 S Virginia St	Reno	NV
9278	Tree House Vegetarian Restaurant	Vegan, Coffee & Tea, Breakfast & Brunch, Vegetarian, Restaurants, Food	3177 S Grand Blvd	Saint Louis	MO
9279	Ming Ming Tea Cafe	Bubble Tea, Sushi Bars, Specialty Food, Health Markets, Coffee & Tea, Food, Desserts, Cafes, Restaurants	7218 Central Ave	St. Petersburg	FL
9280	Plenty Café	American (New), Wine Bars, Cafes, Restaurants, Coffee & Tea, Food, Nightlife, Bars, Breakfast & Brunch	1602 Spruce St	Philadelphia	PA
9281	Shake Shack	Ice Cream & Frozen Yogurt, American (Traditional), Food, Bars, Nightlife, Restaurants	60 North Euclid	St. Louis	MO
9282	Buffalo Wild Wings	American (Traditional), Chicken Wings, Sports Bars, Nightlife, Restaurants, Bars	10607 Big Bend Rd	Riverview	FL
9283	Cleo's Mediterranean Cuisine	Seafood, Halal, Middle Eastern, Mediterranean, Restaurants, Vegetarian	117 Decatur St	New Orleans	LA
9284	Wasabi Sushi Bar	Sushi Bars, Restaurants	7762 Forsyth Blvd	Clayton	MO
9285	Kristina's Cafe	American (Traditional), Restaurants, Diners	3590 34th St N	Saint Petersburg	FL
9286	Jake's Eatery	American (Traditional), Bars, Breakfast & Brunch, Nightlife, Restaurants, Pubs	869 Bustleton Pike	Richboro	PA
9287	360 Wine Bar Bistro	Beer, Wine & Spirits, Wine Bars, American (New), Food, Nightlife, Restaurants, Bars, Seafood	6000 Highway 100, Ste 100	Nashville	TN
9288	Homage	Bakeries, Restaurants, Desserts, Coffee & Tea, Food, Cafes	519 Ralston St	Reno	NV
9289	Pho Kitch'n	Restaurants, Thai, Chinese, Vietnamese	2614 W Ridge Pike	Norristown	PA
9290	Nam Phuong Bistro	Restaurants, Vietnamese, French	43 Cricket Ave	Ardmore	PA
9291	Black Hole Body Piercing	Beauty & Spas, Permanent Makeup, Piercing, Tattoo, Shopping, Jewelry	912 S Virginia St	Reno	NV
9292	Kid Shelleen's Charcoal House & Saloon	Breakfast & Brunch, Restaurants, Gluten-Free, American (Traditional)	1801 W 14th St	Wilmington	DE
9293	E&B Coffee Roasters	Coffee Roasteries, Coffee & Tea, Food, Donuts, Cafes, Food Trucks, Restaurants	7311 Nolensville Rd, Ste B	Nolensville	TN
9294	1356 Public House	Nightlife, Pubs, Bars, Restaurants, Burgers, Sports Bars	1356 Big Bend Rd	Ballwin	MO
9295	Pizza Haven	Restaurants, Pizza	122 E Brandon Blvd	Brandon	FL
9296	Toma Restaurant & Bar	American (New), Italian, Bars, Restaurants, Nightlife, Food, Beer, Wine & Spirits	324 West Cabrillo Blvd	Santa Barbara	CA
9297	Famous Dave's Bar-B-Que	Restaurants, Barbeque, American (Traditional), Chicken Wings, Burgers, Comfort Food	5000 Old Hickory Blvd	Hermitage	TN
9298	Wayback Burgers	Restaurants, American (Traditional), Burgers	5630 Meadowood Mall Cir	Reno	NV
9299	Cassis St. Pete	Brasseries, French, American (New), Restaurants	170 Beach Dr NE	St Petersburg	FL
9300	Roots Cafe	Breakfast & Brunch, Restaurants, Sandwiches, American (New), Cafes, CSA, Food	133 E Gay St	West Chester	PA
9301	Keven Parker Soul Food Cafe	Southern, Comfort Food, Restaurants, Soul Food	51 N 12th St	Philadelphia	PA
9302	Maple Street Biscuit Company - Downtown St. Pete	Breakfast & Brunch, Southern, Restaurants, Cafes, Comfort Food, Vegetarian	662 Central Ave	St. Petersburg	FL
9303	Cody's Original Roadhouse	Restaurants, American (Traditional), Burgers, American (New), Steakhouses	11202 W Hillsborough Ave	Tampa	FL
9304	Bosphorus Cafe	Middle Eastern, Mediterranean, Restaurants, Turkish	935 S East St	Indianapolis	IN
9305	Burger Me!	Burgers, American (New), Restaurants, Vegetarian, Local Flavor, Gluten-Free, Sandwiches, Salad, Ice Cream & Frozen Yogurt, Food, American (Traditional), Fast Food	13963 S Virginia St	Reno	NV
9306	Sake Cafe Uptown	Seafood, Sushi Bars, Restaurants, Japanese	2830 Magazine St	New Orleans	LA
9307	P.F. Chang's	Gluten-Free, Chinese, Asian Fusion, Restaurants, Sushi Bars	5180 S Kietzke Ln	Reno	NV
9308	Fitzwater Cafe	Food, Restaurants, Italian, Desserts, Coffee & Tea, Cafes, Sandwiches, Breakfast & Brunch	728 S 7th St	Philadelphia	PA
9309	Bento Asian Bistro	Thai, Restaurants, Asian Fusion, Japanese, Sushi Bars	901 Indiana Ave	Indianapolis	IN
9310	Los Camaradas	Mexican, Restaurants	918 S 22nd St	Philadelphia	PA
9311	Ye Olde College Inn	Restaurants, Southern, Cajun/Creole, American (New)	3000 S Carrollton Ave	New Orleans	LA
9312	Tejas Grill	Restaurants, Mexican, Sandwiches, Soup	222 S White Horse Pike	Stratford	NJ
9313	JW Marriott Nashville	Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces	201 8th Ave S	Nashville	TN
9314	Pho 9 - Pho Xinh	Vietnamese, Restaurants	34 Centerton Rd	Mount Laurel	NJ
9315	Amigo Joe's	American (Traditional), Mexican, Restaurants	5901 Southwest Ave	Saint Louis	MO
9316	Taco Bus	Food Trucks, Event Planning & Services, Caterers, Restaurants, Mexican, Food, Seafood	9641 Gulf Blvd	Treasure Island	FL
9317	Nevada Department of Motor Vehicles	Public Services & Government, Departments of Motor Vehicles	305 Galletti Way	Reno	NV
9318	Triangle Tavern	American (Traditional), Restaurants, Nightlife, Bars, Pubs, Gastropubs	1338 S 10th St	Philadelphia	PA
9319	Braddock's	Venues & Event Spaces, Bars, Restaurants, Event Planning & Services, Pubs, Nightlife, American (New)	39 S Main St	Medford	NJ
9320	Max's Steaks	Steakhouses, Bars, Nightlife, Sandwiches, Restaurants, Cheesesteaks	3653 Germantown Ave	Philadelphia	PA
9321	Mong Kok Station	Restaurants, Bakeries, Chinese, Specialty Food, Food, Ethnic Food, Coffee & Tea	153 N 10th St	Philadelphia	PA
